x_m,y_m
18.284290379904785,-1.8742306168340614
18.38561703781813,-1.8859617677339249
18.486781170669534,-1.8979000440054965
18.58778253711642,-1.9100449427850004
18.688620895816207,-1.9223959612086612
18.789296005426333,-1.934952596412703
18.889807624604224,-1.9477143455333508
18.990155512007302,-1.9606807057068283
19.090339426293003,-1.9738511740693603
19.19035912611875,-1.9872252477571712
19.290214370141975,-2.0008024239064848
19.389904917020097,-2.014582199653527
19.489430525410555,-2.02856407213452
19.588790953970772,-2.0427475384856892
19.687985961358184,-2.0571320958432597
19.787015306230202,-2.071717241343455
19.885878747244263,-2.086502472122499
19.9845760430578,-2.101487285316618
20.083106952328237,-2.116671178062034
20.181471233713,-2.132053647494973
20.27966864586952,-2.1476341907516594
20.377698947455222,-2.1634123049683165
20.47556189712754,-2.1793874872811703
20.573257253543893,-2.195559234826443
20.67078477536172,-2.21192704474036
20.768144221238437,-2.2284904141591464
20.865335349831483,-2.245248840219026
20.96235791979828,-2.262201820056223
21.059211689796257,-2.279348850806962
21.15589641848284,-2.2966894296074676
21.252411864515455,-2.314223053593963
21.34903732603651,-2.332000975976028
21.448741850219555,-2.350580845033468
21.54826859733658,-2.369364296197114
21.647621888263014,-2.3883486785307984
21.746806043874315,-2.407531341098351
21.845825385045917,-2.4269096329636035
21.944684232653252,-2.4464809031903876
22.04338690757177,-2.4662425008425344
22.141937730676904,-2.4861917749838756
22.240341022844103,-2.506326074678242
22.3386011049488,-2.5266427489894654
22.436722297866442,-2.547139146981377
22.53470892247247,-2.5678126177178076
22.632565299642312,-2.588660510262589
22.730295750251422,-2.609680173679553
22.827904595175237,-2.63086895703253
22.925396155289196,-2.652224209385352
23.02277475146874,-2.67374327980185
23.12004470458931,-2.6954235173458554
23.217210335526346,-2.7172622710812004
23.314275965155293,-2.7392568900717147
23.411245914351586,-2.7614047233812307
23.508124503990665,-2.7837031200735796
23.60491605494797,-2.806149429212592
23.701624888098944,-2.8287409998621005
23.798255324319033,-2.8514751810859353
23.89481168448367,-2.874349321947929
23.9912982894683,-2.8973607715119116
24.08771946014836,-2.920506878841715
24.184079517399287,-2.9437849930011706
24.28038278209653,-2.96719246305411
24.37774590327723,-2.9909996107296486
24.475092253900137,-3.0149429375421906
24.572386370442405,-3.0390112563975484
24.669628943292874,-3.0632021941842287
24.766820662840374,-3.087513377790741
24.86396221947375,-3.1119424341055923
24.96105430358183,-3.136486990017292
25.058097605553456,-3.161144672414346
25.15509281577746,-3.185913108185264
25.252040624642692,-3.2107899242185534
25.348941722537973,-3.2357727474027236
25.44579679985214,-3.2608592046262803
25.542606546974046,-3.2860469227777336
25.639371654292514,-3.3113335287455903
25.736092812196386,-3.336716649418359
25.83277071107449,-3.362193911684547
25.929406041315676,-3.3877629424326634
26.025999493308774,-3.4134213685512163
26.12255175744262,-3.439166816928713
26.219063524106048,-3.464996914453661
26.315535483687906,-3.49090928801457
26.411968326577014,-3.516901564499947
26.508362743162223,-3.5429713707983
26.604719423832364,-3.5691163337981378
26.701039058976274,-3.5953340803879676
26.79732233898279,-3.621622237456298
26.893569954240753,-3.6479784318916364
26.98978259513899,-3.6744002905824917
27.085960952066348,-3.700885440417372
27.182189119055575,-3.727454568904853
27.278691834184812,-3.7541680615525777
27.37516222314358,-3.780940242088649
27.471601104919884,-3.8077704144106894
27.568009298501718,-3.8346578824163218
27.664387622877083,-3.8616019500031684
27.760736897033965,-3.8886019210688523
27.857057939960367,-3.915657099510994
27.95335157064428,-3.942766789227219
28.0496186080737,-3.9699302941151466
28.14585987123663,-3.997146918072402
28.24207617912106,-4.024415964996605
